"time","ax","ay","az","a_mag"
3.154143280E-1,1.415354609E0,4.954339504E0,7.453044415E0,9.060716287E0
3.179539630E-1,1.487139225E0,4.954339504E0,7.357331276E0,8.993741519E0
3.204935470E-1,1.534995675E0,4.949553490E0,7.414759159E0,9.046156358E0
3.230330780E-1,1.621735573E0,4.896911621E0,7.524828911E0,9.123202279E0
3.255727130E-1,1.750947952E0,4.872983456E0,7.630113125E0,9.221193675E0
3.280427130E-1,1.822732687E0,4.805984497E0,7.778468132E0,9.323326011E0
3.305127130E-1,1.861017823E0,4.738985062E0,7.994420528E0,9.477981132E0
3.329827130E-1,1.947159410E0,4.662415028E0,8.185846329E0,9.619647799E0
3.354722970E-1,2.090728760E0,4.585844517E0,8.391629219E0,9.788797558E0
3.380059420E-1,2.152942181E0,4.494917393E0,8.583054543E0,9.925133132E0
3.405395360E-1,2.282154560E0,4.350749969E0,8.764909744E0,1.004793001E1
3.430731820E-1,2.353939295E0,4.274179459E0,8.942576408E0,1.018721321E1
3.456067760E-1,2.430509567E0,4.140181541E0,9.038289070E0,1.023421464E1
3.481517760E-1,2.444866419E0,4.039682865E0,9.100502968E0,1.025258815E1
3.506967760E-1,2.454437733E0,4.034897327E0,9.157930374E0,1.030399679E1
3.532417760E-1,2.411366940E0,4.010969162E0,9.224929810E0,1.034417199E1
3.557867760E-1,2.382653236E0,4.054039955E0,9.287142754E0,1.040976930E1
3.583317760E-1,2.363510609E0,4.106681824E0,9.253643036E0,1.039619774E1
3.608767760E-1,2.339582443E0,4.130609989E0,9.201001167E0,1.035345389E1
3.634217760E-1,2.392224550E0,4.183252335E0,9.090931892E0,1.028918758E1
3.659667760E-1,2.373081923E0,4.264608383E0,8.952147484E0,1.019604566E1
3.685117760E-1,2.392224550E0,4.312464714E0,8.731410027E0,1.002784180E1
3.710567760E-1,2.464009047E0,4.432703972E0,8.578269005E0,9.965284953E0
3.736017760E-1,2.550150633E0,4.509274483E0,8.506484032E0,9.959773852E0
3.761467760E-1,2.497508526E0,4.566701889E0,8.429914474E0,9.907359539E0
3.786917760E-1,2.521436930E0,4.691128731E0,8.420342445E0,9.963257492E0
3.812367760E-1,2.473580360E0,4.801198483E0,8.386843681E0,9.975432502E0
3.837817760E-1,2.454437733E0,4.868197441E0,8.358129501E0,9.979075091E0
3.863267760E-1,2.435295343E0,4.872983456E0,8.415556908E0,1.002488051E1
3.888093800E-1,2.468794823E0,4.868197441E0,8.425128937E0,1.003877940E1
3.913441200E-1,2.531008244E0,4.834698200E0,8.391629219E0,1.000998254E1
3.938788070E-1,2.675175667E0,4.777270317E0,8.449056625E0,1.006804025E1
3.964135470E-1,2.823530674E0,4.758127689E0,8.468199730E0,1.011545902E1
3.989482340E-1,2.924029350E0,4.643272400E0,8.396414757E0,1.003043902E1
4.014829740E-1,3.081955671E0,4.417748928E0,8.305487633E0,9.899297004E0
4.040176610E-1,3.158525944E0,4.221537113E0,8.353343964E0,9.878057355E0
4.065523490E-1,3.254238844E0,4.082753658E0,8.420342445E0,9.907629120E0
4.090973490E-1,3.254238844E0,3.991826296E0,8.487341881E0,9.927724806E0
4.116423490E-1,3.235096216E0,3.891327858E0,8.573483467E0,9.955546132E0
4.141873490E-1,3.292523861E0,3.805186272E0,8.611768723E0,9.974102289E0
4.167323490E-1,3.306880951E0,3.714258909E0,8.587840080E0,9.923818726E0
4.192773490E-1,3.287738323E0,3.613760471E0,8.650053978E0,9.934380798E0
4.218223490E-1,3.316452265E0,3.551547050E0,8.606983185E0,9.883951721E0
4.243673490E-1,3.215953588E0,3.546761274E0,8.516056061E0,9.769599984E0
4.269123490E-1,3.134597778E0,3.451048374E0,8.396414757E0,9.603916851E0
4.294573490E-1,3.048455954E0,3.354737282E0,8.114061356E0,9.294371287E0
4.320023490E-1,2.995813847E0,3.340380430E0,7.960920811E0,9.138342420E0
4.345473490E-1,2.904886723E0,3.302095175E0,7.677969456E0,8.848356592E0
4.370923490E-1,2.842673302E0,3.330809116E0,7.486543655E0,8.673143419E0
4.396373490E-1,2.732603550E0,3.364308596E0,7.347760201E0,8.530842541E0
4.421823490E-1,2.622533560E0,3.345165968E0,7.232904434E0,8.389441232E0
4.447273490E-1,2.521436930E0,3.407977581E0,7.094120979E0,8.264291128E0
4.472723490E-1,2.483151674E0,3.479762316E0,6.945765972E0,8.155884560E0
